"HPO","Ancestors","definition"
"HP:0006159","HP:0006159;HP:0001161;HP:0009997;HP:0004275;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0009142;HP:0005918;HP:0001167;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0010442;HP:0100260","Mesoaxial hand polydactyly"
"HP:0006160","HP:0006160;HP:0005916;HP:0001163;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0040070;HP:0040068;HP:0000924;HP:0040065;HP:0002813;HP:0011844;HP:0011842","Irregular metacarpals"
"HP:0006161","HP:0006161;HP:0010049;HP:0005914;HP:0005916;HP:0001163;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0040070;HP:0040068;HP:0000924;HP:0040065;HP:0002813;HP:0011844;HP:0011842;HP:0005927;HP:0006496;HP:0045060;HP:0009815;HP:0009115","Short metacarpals with rounded proximal ends"
"HP:0006162","HP:0006162;HP:0006261;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Soft tissue swelling of interphalangeal joints"
"HP:0006163","HP:0006163;HP:0006261;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Enlarged metacarpophalangeal joints"
"HP:0006165","HP:0006165;HP:0006265;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0005927;HP:0006496;HP:0045060;HP:0009815;HP:0009115","Proportionate shortening of all digits"
"HP:0006166","HP:0006166;HP:0005916;HP:0001163;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0040070;HP:0040068;HP:0000924;HP:0040065;HP:0002813;HP:0011844;HP:0011842","Tubular metacarpal bones"
"HP:0006167","HP:0006167;HP:0006237;HP:0006261;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Prominent proximal interphalangeal joints"
"HP:0006169","HP:0006169;HP:0006135;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001","Decreased mobility 3rd-5th fingers"
"HP:0006170","HP:0006170;HP:0009832;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Chess-pawn distal phalanges"
"HP:0006172","HP:0006172;HP:0003053;HP:0005930;HP:0011314;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0003071","Flattened, squared-off epiphyses of tubular bones"
"HP:0006174","HP:0006174;HP:0005916;HP:0001163;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0040070;HP:0040068;HP:0000924;HP:0040065;HP:0002813;HP:0011844;HP:0011842;HP:0011001;HP:0004348;HP:0011849;HP:0003330","Metacarpal diaphyseal endosteal sclerosis"
"HP:0006175","HP:0006175;HP:0009834;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0030313;HP:0003330;HP:0040166","Proximal phalangeal periosteal thickening"
"HP:0006176","HP:0006176;HP:0006257;HP:0001191;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0003019;HP:0009810;HP:0001367;HP:0011842;HP:0000924;HP:0010660;HP:0003336;HP:0011849;HP:0003330","Two carpal ossification centers present at birth"
"HP:0006179","HP:0006179;HP:0009193;HP:0004288;HP:0005924;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0003839;HP:0006505;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0005930;HP:0011314;HP:0010584;HP:0005913;HP:0001163;HP:0040070","Pseudoepiphyses of second metacarpal"
"HP:0006180","HP:0006180;HP:0001191;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0003019;HP:0009810;HP:0001367;HP:0011842;HP:0000924","Crowded carpal bones"
"HP:0006184","HP:0006184;HP:0010488;HP:0010490;HP:0001018;HP:0007477;HP:0011356;HP:0011121;HP:0000951;HP:0001574;HP:0000118;HP:0000001;HP:0040211;HP:0100871;HP:0001155;HP:0002817;HP:0040064","Decreased palmar creases"
"HP:0006185","HP:0006185;HP:0006247;HP:0003037;HP:0001367;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0006261;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0011297;HP:0002813;HP:0011844;HP:0040068","Enlarged proximal interphalangeal joints"
"HP:0006187","HP:0006187;HP:0009773;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Fusion of midphalangeal joints"
"HP:0006189","HP:0006189;HP:0001018;HP:0007477;HP:0011356;HP:0011121;HP:0000951;HP:0001574;HP:0000118;HP:0000001;HP:0040211;HP:0100871;HP:0001155;HP:0002817;HP:0040064","Prominent interdigital folds"
"HP:0006190","HP:0006190;HP:0009486;HP:0009485;HP:0009484;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001","Radially deviated wrists"
"HP:0006191","HP:0006191;HP:0010490;HP:0001018;HP:0007477;HP:0011356;HP:0011121;HP:0000951;HP:0001574;HP:0000118;HP:0000001;HP:0040211;HP:0100871;HP:0001155;HP:0002817;HP:0040064","Deep palmar crease"
"HP:0006192","HP:0006192;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Tapered phalanx of finger"
"HP:0006193","HP:0006193;HP:0009833;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Thimble-shaped middle phalanges of hand"
"HP:0006200","HP:0006200;HP:0006009;HP:0005622;HP:0011314;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0040068;HP:0040064","Widened distal phalanges"
"HP:0006201","HP:0006201;HP:0005620;HP:0001382;HP:0011729;HP:0001367;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Hypermobility of distal interphalangeal joints"
"HP:0006202","HP:0006202;HP:0004243;HP:0001191;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0003019;HP:0009810;HP:0001367;HP:0011842;HP:0000924;HP:0009699;HP:0045039;HP:0002797;HP:0003330;HP:0040070;HP:0040068","Osteolysis of scaphoids"
"HP:0006203","HP:0006203;HP:0001376;HP:0011729;HP:0001367;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0006135;HP:0001155;HP:0002817;HP:0040064","Decreased movement range in interphalangeal joints"
"HP:0006205","HP:0006205;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Irregular phalanges"
"HP:0006206","HP:0006206;HP:0009544;HP:0009541;HP:0004100;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0009774;HP:0005918","Hypersegmentation of proximal phalanx of second finger"
"HP:0006207","HP:0006207;HP:0009702;HP:0001191;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0003019;HP:0009810;HP:0001367;HP:0011842;HP:0000924;HP:0004278;HP:0100238;HP:0100240;HP:0011729;HP:0100266","Partial fusion of carpals"
"HP:0006208","HP:0006208;HP:0003021;HP:0000944;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0011314","Metaphyseal cupping of proximal phalanges"
"HP:0006209","HP:0006209;HP:0006262;HP:0004207;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0006265;HP:0005927;HP:0006496;HP:0045060;HP:0009815;HP:0009115","Partial-complete absence of 5th phalanges"
"HP:0006210","HP:0006210;HP:0001180;HP:0009380;HP:0006265;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0005927;HP:0006496;HP:0045060;HP:0009815;HP:0009115;HP:0012165","Postaxial oligodactyly"
"HP:0006213","HP:0006213;HP:0005920;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0005924;HP:0003839;HP:0006505;HP:0005930;HP:0011314;HP:0009834","Thin proximal phalanges with broad epiphyses of the hand"
"HP:0006216","HP:0006216;HP:0006109;HP:0006143;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Single interphalangeal crease of fifth finger"
"HP:0006217","HP:0006217;HP:0006261;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Limited mobility of proximal interphalangeal joint"
"HP:0006224","HP:0006224;HP:0009884;HP:0009832;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Tapering pointed ends of distal finger phalanges"
"HP:0006226","HP:0006226;HP:0004268;HP:0002758;HP:0001367;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0006261;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0011297;HP:0002813;HP:0011844;HP:0040068","Osteoarthritis of the first carpometacarpal joint"
"HP:0006228","HP:0006228;HP:0005922;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001","Valgus hand deformity"
"HP:0006230","HP:0006230;HP:0001180;HP:0009380;HP:0006265;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0005927;HP:0006496;HP:0045060;HP:0009815;HP:0009115;HP:0012165","Unilateral oligodactyly"
"HP:0006232","HP:0006232;HP:0005916;HP:0001163;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0040070;HP:0040068;HP:0000924;HP:0040065;HP:0002813;HP:0011844;HP:0011842","Expanded metacarpals with widened medullary cavities"
"HP:0006233","HP:0006233;HP:0004268;HP:0002758;HP:0001367;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0006261;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0011297;HP:0002813;HP:0011844;HP:0040068","Osteoarthritis of the distal interphalangeal joint"
"HP:0006234","HP:0006234;HP:0001850;HP:0001760;HP:0002814;HP:0040064;HP:0000118;HP:0000001;HP:0040069;HP:0040068;HP:0000924;HP:0009134;HP:0009139;HP:0002797;HP:0003330;HP:0011842","Osteolysis involving tarsal bones"
"HP:0006236","HP:0006236;HP:0005916;HP:0001163;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0040070;HP:0040068;HP:0000924;HP:0040065;HP:0002813;HP:0011844;HP:0011842","Slender metacarpals"
"HP:0006237","HP:0006237;HP:0006261;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Prominent interphalangeal joints"
"HP:0006239","HP:0006239;HP:0003795;HP:0001831;HP:0001991;HP:0001780;HP:0001760;HP:0002814;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0006494;HP:0006493;HP:0040069;HP:0045060;HP:0009815;HP:0009115;HP:0011927;HP:0010183;HP:0010161","Shortening of all middle phalanges of the toes"
"HP:0006243","HP:0006243;HP:0001373;HP:0001367;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0011297;HP:0002813;HP:0011844;HP:0040068","Phalangeal dislocation"
"HP:0006247","HP:0006247;HP:0003037;HP:0001367;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0006261;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0011297;HP:0002813;HP:0011844;HP:0040068","Enlarged interphalangeal joints"
"HP:0006248","HP:0006248;HP:0001376;HP:0011729;HP:0001367;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0003019;HP:0009810;HP:0002817;HP:0040064","Limited wrist movement"
"HP:0006251","HP:0006251;HP:0006248;HP:0001376;HP:0011729;HP:0001367;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0003019;HP:0009810;HP:0002817;HP:0040064","Limited wrist extension"
"HP:0006252","HP:0006252;HP:0006261;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Interphalangeal joint erosions"
"HP:0006253","HP:0006253;HP:0006261;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Swelling of proximal interphalangeal joints"
"HP:0006254","HP:0006254;HP:0045056;HP:0010876;HP:0001939;HP:0000118;HP:0000001","Elevated alpha-fetoprotein"
"HP:0006256","HP:0006256;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011729;HP:0001367;HP:0011842;HP:0000924","Abnormality of hand joint mobility"
"HP:0006257","HP:0006257;HP:0001191;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0003019;HP:0009810;HP:0001367;HP:0011842;HP:0000924;HP:0010660;HP:0003336;HP:0011849;HP:0003330","Abnormality of carpal bone ossification"
"HP:0006261","HP:0006261;HP:0005918;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068","Abnormality of phalangeal joints of the hand"
"HP:0006262","HP:0006262;HP:0004207;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0006265;HP:0005927;HP:0006496;HP:0045060;HP:0009815;HP:0009115","Aplasia/Hypoplasia of the 5th finger"
"HP:0006263","HP:0006263;HP:0004100;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0005920;HP:0005918;HP:0005924;HP:0003839;HP:0006505;HP:0005930;HP:0011314","Abnormality of the epiphyses of the 2nd finger"
"HP:0006264","HP:0006264;HP:0004100;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0006265;HP:0005927;HP:0006496;HP:0045060;HP:0009815;HP:0009115","Aplasia/Hypoplasia of the 2nd finger"
"HP:0006265","HP:0006265;HP:0001167;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0011297;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0040068;HP:0005927;HP:0006496;HP:0045060;HP:0009815;HP:0009115","Aplasia/Hypoplasia of fingers"
"HP:0006266","HP:0006266;HP:0012767;HP:0100767;HP:0001194;HP:0001197;HP:0000118;HP:0000001","Small placenta"
"HP:0006267","HP:0006267;HP:0012767;HP:0100767;HP:0001194;HP:0001197;HP:0000118;HP:0000001","Large placenta"
"HP:0006268","HP:0006268;HP:0001744;HP:0003271;HP:0001438;HP:0025031;HP:0000118;HP:0000001;HP:0025408;HP:0001743;HP:0002012;HP:0100763;HP:0002715","Fluctuating splenomegaly"
"HP:0006270","HP:0006270;HP:0010451;HP:0025408;HP:0001743;HP:0002012;HP:0025031;HP:0000118;HP:0000001;HP:0100763;HP:0002715","Hypoplastic spleen"
"HP:0006273","HP:0006273;HP:0012090;HP:0001732;HP:0002012;HP:0025031;HP:0000118;HP:0000001","Pancreatic lymphangiectasis"
"HP:0006274","HP:0006274;HP:0006476;HP:0012093;HP:0000818;HP:0000118;HP:0000001;HP:0012091;HP:0001732;HP:0002012;HP:0025031","Reduced pancreatic beta cells"
"HP:0006276","HP:0006276;HP:0012090;HP:0001732;HP:0002012;HP:0025031;HP:0000118;HP:0000001","Hyperechogenic pancreas"
"HP:0006277","HP:0006277;HP:0012094;HP:0012090;HP:0001732;HP:0002012;HP:0025031;HP:0000118;HP:0000001","Pancreatic hyperplasia"
"HP:0006278","HP:0006278;HP:0012090;HP:0001732;HP:0002012;HP:0025031;HP:0000118;HP:0000001","Ectopic pancreatic tissue"
"HP:0006279","HP:0006279;HP:0006476;HP:0012093;HP:0000818;HP:0000118;HP:0000001;HP:0012091;HP:0001732;HP:0002012;HP:0025031","Beta-cell dysfunction"
"HP:0006280","HP:0006280;HP:0001733;HP:0012091;HP:0001732;HP:0002012;HP:0025031;HP:0000118;HP:0000001;HP:0012649;HP:0012647;HP:0010978;HP:0002715","Chronic pancreatitis"
"HP:0006282","HP:0006282;HP:0006297;HP:0000682;HP:0011061;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:3000050;HP:0000924;HP:0003549;HP:0000685","Generalized hypoplasia of dental enamel"
"HP:0006283","HP:0006283;HP:0000706;HP:0006292;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Multiple unerupted teeth"
"HP:0006285","HP:0006285;HP:0000682;HP:0011061;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:3000050;HP:0000924;HP:0003549","Hypomineralization of enamel"
"HP:0006286","HP:0006286;HP:0011073;HP:0011061;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Yellow-brown discoloration of the teeth"
"HP:0006288","HP:0006288;HP:0006292;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Advanced eruption of teeth"
"HP:0006289","HP:0006289;HP:0006485;HP:0001592;HP:0009804;HP:0006483;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0011064;HP:0000676","Agenesis of central incisor"
"HP:0006290","HP:0006290;HP:0011063;HP:0000676;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0006482","Discolored lateral incisors"
"HP:0006291","HP:0006291;HP:0000696;HP:0000684;HP:0006292;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Marked delay in eruption of permanent teeth"
"HP:0006292","HP:0006292;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Abnormality of dental eruption"
"HP:0006293","HP:0006293;HP:0006289;HP:0006485;HP:0001592;HP:0009804;HP:0006483;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0011064;HP:0000676;HP:0200160","Agenesis of maxillary central incisor"
"HP:0006297","HP:0006297;HP:0000682;HP:0011061;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:3000050;HP:0000924;HP:0003549;HP:0000685","Hypoplasia of dental enamel"
"HP:0006298","HP:0006298;HP:0011890;HP:0001892;HP:0001871;HP:0000118;HP:0000001","Prolonged bleeding after dental extraction"
"HP:0006302","HP:0006302;HP:0006479;HP:0011061;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Dagger-shaped pulp calcifications"
"HP:0006304","HP:0006304;HP:0000699;HP:0000692;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0040159;HP:0011062;HP:0000676","Widely-spaced incisors"
"HP:0006308","HP:0006308;HP:0006477;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Atrophy of alveolar ridges"
"HP:0006311","HP:0006311;HP:0000691;HP:0006482;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Generalized microdontia"
"HP:0006313","HP:0006313;HP:0000687;HP:0000692;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0006481","Widely spaced primary teeth"
"HP:0006315","HP:0006315;HP:0011064;HP:0000676;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0006483","Single median maxillary incisor"
"HP:0006316","HP:0006316;HP:0000692;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Irregularly spaced teeth"
"HP:0006321","HP:0006321;HP:0000696;HP:0000684;HP:0006292;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Multiple non-erupting secondary teeth"
"HP:0006323","HP:0006323;HP:0006480;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0006481","Premature loss of primary teeth"
"HP:0006326","HP:0006326;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Buried teeth encased in mucopolysaccharide"
"HP:0006329","HP:0006329;HP:0006477;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Alveolar process hypoplasia"
"HP:0006330","HP:0006330;HP:0011062;HP:0000676;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0000692","Rotated maxillary central incisors"
"HP:0006332","HP:0006332;HP:0011064;HP:0000676;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0006483;HP:0011069","Supernumerary maxillary incisor"
"HP:0006333","HP:0006333;HP:0011062;HP:0000676;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0000692","Crowded maxillary incisors"
"HP:0006334","HP:0006334;HP:0000685;HP:0011061;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0006481","Hypoplasia of the primary teeth"
"HP:0006335","HP:0006335;HP:0006292;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0006481","Persistence of primary teeth"
"HP:0006336","HP:0006336;HP:0040220;HP:0006486;HP:0006482;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Short dental roots"
"HP:0006337","HP:0006337;HP:0006288;HP:0006292;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Premature eruption of permanent teeth"
"HP:0006338","HP:0006338;HP:0011080;HP:0006482;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0011076","Malformation of mandibular premolar"
"HP:0006339","HP:0006339;HP:0011065;HP:0000698;HP:0006482;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0011063;HP:0000676","Conical mandibular incisor"
"HP:0006342","HP:0006342;HP:0011065;HP:0000698;HP:0006482;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0011063;HP:0000676","Peg-shaped maxillary lateral incisors"
"HP:0006344","HP:0006344;HP:0006481;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0011070;HP:0006482;HP:0011077","Abnormality of primary molar morphology"
"HP:0006346","HP:0006346;HP:0011063;HP:0000676;HP:0000164;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0006482","Screwdriver-shaped incisors"
