"term","is.a","def"
"HP:0008082","HP:0001760","Medial deviation of the foot"
"HP:0008083","HP:0003795","2nd-5th toe middle phalangeal hypoplasia"
"HP:0008087","HP:0008371","Nonossified fifth metatarsal"
"HP:0008089","HP:0001832","Abnormality of the fifth metatarsal bone"
"HP:0008090","HP:0001760","Ankylosis of feet small joints"
"HP:0008090","HP:0031013","Ankylosis of feet small joints"
"HP:0008093","HP:0001831","Short 4th toe"
"HP:0008094","HP:0001780","Widely spaced toes"
"HP:0008095","HP:0008365","Osteolysis of talus"
"HP:0008095","HP:0009134","Osteolysis of talus"
"HP:0008096","HP:0010326","Medially deviated second toe"
"HP:0008097","HP:0008368","Partial fusion of tarsals"
"HP:0008102","HP:0001832","Expanded metatarsals with widened medullary cavities"
"HP:0008103","HP:0008369","Delayed tarsal ossification"
"HP:0008107","HP:0001869","Plantar crease between first and second toes"
"HP:0008108","HP:0008369","Advanced tarsal ossification"
"HP:0008110","HP:0001760","Equinovarus deformity"
"HP:0008111","HP:0010055","Broad distal hallux"
"HP:0008112","HP:0008366","Plantar flexion contractures"
"HP:0008113","HP:0100872","Multiple plantar creases"
"HP:0008114","HP:0000940","Metatarsal diaphyseal endosteal sclerosis"
"HP:0008114","HP:0001832","Metatarsal diaphyseal endosteal sclerosis"
"HP:0008114","HP:0100925","Metatarsal diaphyseal endosteal sclerosis"
"HP:0008115","HP:0001863","Clinodactyly of the 3rd toe"
"HP:0008115","HP:0010332","Clinodactyly of the 3rd toe"
"HP:0008116","HP:0001436","Flexion limitation of toes"
"HP:0008117","HP:0008365","Shortening of the talar neck"
"HP:0008119","HP:0001850","Deformed tarsal bones"
"HP:0008122","HP:0008368","Calcaneonavicular fusion"
"HP:0008124","HP:0001883","Talipes calcaneovarus"
"HP:0008125","HP:0001832","Second metatarsal posteriorly placed"
"HP:0008127","HP:0008364","Bipartite calcaneus"
"HP:0008131","HP:0008369","Tarsal stippling"
"HP:0008131","HP:0010766","Tarsal stippling"
"HP:0008131","HP:0031051","Tarsal stippling"
"HP:0008132","HP:0001760","Medial rotation of the medial malleolus"
"HP:0008133","HP:0001832","Distal tapering of metatarsals"
"HP:0008134","HP:0008369","Irregular tarsal ossification"
"HP:0008138","HP:0008364","Equinus calcaneus"
"HP:0008141","HP:0001780","Dislocation of toes"
"HP:0008141","HP:0030311","Dislocation of toes"
"HP:0008142","HP:0008103","Delayed calcaneal ossification"
"HP:0008142","HP:0008364","Delayed calcaneal ossification"
"HP:0008144","HP:0001850","Flattening of the talar dome"
"HP:0008148","HP:0003540","Impaired epinephrine-induced platelet aggregation"
"HP:0008150","HP:0002910","Elevated serum transaminases during infections"
"HP:0008151","HP:0032199","Prolonged prothrombin time"
"HP:0008153","HP:0003768","Periodic hypokalemic paresis"
"HP:0008155","HP:0003541","Mucopolysacchariduria"
"HP:0008158","HP:0003119","Hyperapobetalipoproteinemia"
"HP:0008160","HP:0003215","3-hydroxydicarboxylic aciduria"
"HP:0008161","HP:0004852","Absent leukocyte alkaline phosphatase"
"HP:0008162","HP:0001987","Asymptomatic hyperammonemia"
"HP:0008163","HP:0008207","Decreased circulating cortisol level"
"HP:0008163","HP:0011731","Decreased circulating cortisol level"
"HP:0008165","HP:0005403","Decreased proportion circulating T-helper cells"
"HP:0008166","HP:0004342","Decreased beta-galactosidase activity"
"HP:0008167","HP:0032243","Very long chain fatty acid accumulation"
"HP:0008169","HP:0010988","Reduced factor VII activity"
"HP:0008176","HP:0002904","Neonatal unconjugated hyperbilirubinemia"
"HP:0008178","HP:0002763","Abnormal cartilage matrix"
"HP:0008179","HP:0030454","Decreased Arden ratio of electrooculogram"
"HP:0008180","HP:0003236","Mildly elevated creatine kinase"
"HP:0008181","HP:0003563","Abetalipoproteinemia"
"HP:0008182","HP:0000849","Adrenocortical hypoplasia"
"HP:0008185","HP:0000826","Precocious puberty in males"
"HP:0008186","HP:0011732","Adrenocortical cytomegaly"
"HP:0008187","HP:0008373","Absence of secondary sex characteristics"
"HP:0008188","HP:0011772","Thyroid dysgenesis"
"HP:0008189","HP:0011014","Insulin insensitivity"
"HP:0008191","HP:0008188","Thyroid agenesis"
"HP:0008193","HP:0008373","Primary gonadal insufficiency"
"HP:0008194","HP:0008261","Multiple pancreatic beta-cell adenomas"
"HP:0008197","HP:0008373","Absence of pubertal development"
"HP:0008198","HP:0000829","Congenital hypoparathyroidism"
"HP:0008200","HP:0000843","Primary hyperparathyroidism"
"HP:0008202","HP:0040086","Reduced circulating prolactin concentration"
"HP:0008204","HP:0000826","Precocious puberty with Sertoli cell tumor"
"HP:0008204","HP:0100619","Precocious puberty with Sertoli cell tumor"
"HP:0008205","HP:0005978","Insulin-dependent but ketosis-resistant diabetes"
"HP:0008207","HP:0000846","Primary adrenal insufficiency"
"HP:0008208","HP:0011766","Parathyroid hyperplasia"
"HP:0008209","HP:0031066","Premature ovarian insufficiency"
"HP:0008211","HP:0011768","Parathyroid agenesis"
"HP:0008213","HP:0000830","Gonadotropin deficiency"
"HP:0008214","HP:0025133","Decreased serum estradiol"
"HP:0008216","HP:0011732","Adrenal gland dysgenesis"
"HP:0008221","HP:0011732","Adrenal hyperplasia"
"HP:0008222","HP:0000789","Female infertility"
"HP:0008222","HP:0000868","Female infertility"
"HP:0008223","HP:0000821","Compensated hypothyroidism"
"HP:0008225","HP:0008249","Thyroid follicular hyperplasia"
"HP:0008226","HP:0008373","Androgen insufficiency"
"HP:0008227","HP:0011747","Pituitary resistance to thyroid hormone"
"HP:0008229","HP:0011772","Thyroid lymphangiectasia"
"HP:0008229","HP:0031842","Thyroid lymphangiectasia"
"HP:0008231","HP:0008221","Macronodular adrenal hyperplasia"
"HP:0008232","HP:0000837","Elevated circulating follicle stimulating hormone level"
"HP:0008232","HP:0030346","Elevated circulating follicle stimulating hormone level"
"HP:0008233","HP:0031212","Decreased circulating progesterone"
"HP:0008236","HP:0000826","Isosexual precocious puberty"
"HP:0008237","HP:0011787","Hypothalamic hypothyroidism"
"HP:0008237","HP:0012285","Hypothalamic hypothyroidism"
"HP:0008239","HP:0000835","Adrenal medullary hypoplasia"
"HP:0008240","HP:0000824","Secondary growth hormone deficiency"
"HP:0008242","HP:0011733","Pseudohypoaldosteronism"
"HP:0008244","HP:0000835","Congenital adrenal hypoplasia"
"HP:0008245","HP:0000830","Pituitary hypothyroidism"
"HP:0008245","HP:0011787","Pituitary hypothyroidism"
"HP:0008247","HP:0002926","Euthyroid hyperthyroxinemia"
"HP:0008249","HP:0011772","Thyroid hyperplasia"
"HP:0008250","HP:0003072","Infantile hypercalcemia"
"HP:0008251","HP:0000853","Congenital goiter"
"HP:0008255","HP:0000857","Transient neonatal diabetes mellitus"
"HP:0008256","HP:0100641","Adrenocortical adenoma"
"HP:0008258","HP:0008221","Congenital adrenal hyperplasia"
"HP:0008259","HP:0011734","Adrenocorticotropin receptor defect"
"HP:0008261","HP:0002894","Pancreatic islet cell adenoma"
"HP:0008261","HP:0006476","Pancreatic islet cell adenoma"
"HP:0008261","HP:0030405","Pancreatic islet cell adenoma"
"HP:0008263","HP:0002926","Thyroid defect in oxidation and organification of iodide"
"HP:0008264","HP:0011992","Neutrophil inclusion bodies"
"HP:0008265","HP:0003287","Mitochondrial lysine transport defect"
"HP:0008269","HP:0001878","Increased red cell hemolysis by shear stress"
"HP:0008271","HP:0002763","Abnormal cartilage collagen"
"HP:0008272","HP:0000124","Renal tubular lysine transport defect"
"HP:0008273","HP:0003355","Transient aminoaciduria"
"HP:0008275","HP:0030466","Abnormal light-adapted electroretinogram"
"HP:0008277","HP:0011030","Abnormal blood zinc concentration"
"HP:0008278","HP:0001272","Cerebellar cortical atrophy"
"HP:0008279","HP:0003077","Transient hyperlipidemia"
"HP:0008281","HP:0001987","Acute hyperammonemia"
"HP:0008282","HP:0002904","Unconjugated hyperbilirubinemia"
"HP:0008283","HP:0000842","Fasting hyperinsulinemia"
"HP:0008285","HP:0002148","Transient hypophosphatemia"
"HP:0008288","HP:0002154","Nonketotic hyperglycinemia"
"HP:0008290","HP:0005369","Partial complement factor H deficiency"
"HP:0008291","HP:0002893","Pituitary corticotropic cell adenoma"
"HP:0008293","HP:0003215","Long-chain dicarboxylic aciduria"
"HP:0008297","HP:0010893","Transient hyperphenylalaninemia"
"HP:0008301","HP:0008155","Dermatan sulfate excretion in urine"
"HP:0008303","HP:0011441","Olivary degeneration"
"HP:0008305","HP:0002913","Exercise-induced myoglobinuria"
"HP:0008306","HP:0003287","Abnormal iron deposition in mitochondria"
"HP:0008309","HP:0003215","Medium chain dicarboxylic aciduria"
"HP:0008311","HP:0002143","Spinal cord posterior columns myelin loss"
"HP:0008311","HP:0007305","Spinal cord posterior columns myelin loss"
"HP:0008314","HP:0008972","Decreased activity of mitochondrial complex II"
"HP:0008315","HP:0003234","Decreased plasma free carnitine"
"HP:0008316","HP:0003287","Abnormal mitochondria in muscle tissue"
"HP:0008316","HP:0011805","Abnormal mitochondria in muscle tissue"
"HP:0008318","HP:0003155","Elevated leukocyte alkaline phosphatase"
"HP:0008320","HP:0003540","Impaired collagen-induced platelet aggregation"
"HP:0008321","HP:0010990","Reduced factor X activity"
"HP:0008322","HP:0012103","Abnormal mitochondrial morphology"
"HP:0008323","HP:0030466","Abnormal light- and dark-adapted electroretinogram"
"HP:0008326","HP:0032476","Reduced circulating vitamin B6 level"
"HP:0008327","HP:0000121","Microscopic nephrocalcinosis"
"HP:0008330","HP:0012146","Reduced von Willebrand factor activity"
"HP:0008331","HP:0003236","Elevated creatine kinase after exercise"
"HP:0008335","HP:0003355","Renal aminoaciduria"
"HP:0008336","HP:0001992","Complex organic aciduria"
"HP:0008336","HP:0003355","Complex organic aciduria"
"HP:0008338","HP:0004431","Partial functional complement factor D deficiency"
"HP:0008339","HP:0003355","Diaminoaciduria"
"HP:0008341","HP:0001947","Distal renal tubular acidosis"
"HP:0008344","HP:0010892","Elevated plasma branched chain amino acids"
"HP:0008345","HP:0007676","Hypoplasia of the iris dilator muscle"
"HP:0008346","HP:0011895","Increased red cell sickling tendency"
"HP:0008347","HP:0008972","Decreased activity of mitochondrial complex IV"
"HP:0008348","HP:0032135","Decreased circulating IgG2 level"
"HP:0008352","HP:0011869","Impaired platelet adhesion"
"HP:0008353","HP:0003355","Neutral hyperaminoaciduria"
"HP:0008354","HP:0008321","Factor X activation deficiency"
"HP:0008357","HP:0010990","Reduced factor XIII activity"
"HP:0008358","HP:0010907","Hyperprolinemia"
"HP:0008360","HP:0003075","Neonatal hypoproteinemia"
"HP:0008361","HP:0002492","Corticospinal tract pallor"
"HP:0008362","HP:0001844","Aplasia/Hypoplasia of the hallux"
"HP:0008362","HP:0010760","Aplasia/Hypoplasia of the hallux"
"HP:0008363","HP:0001850","Aplasia/Hypoplasia of the tarsal bones"
"HP:0008363","HP:0006494","Aplasia/Hypoplasia of the tarsal bones"
"HP:0008364","HP:0001850","Abnormality of the calcaneus"
"HP:0008365","HP:0001850","Abnormality of the talus"
"HP:0008366","HP:0001760","Contractures involving the joints of the feet"
"HP:0008366","HP:0005750","Contractures involving the joints of the feet"
"HP:0008368","HP:0001850","Tarsal synostosis"
"HP:0008368","HP:0009140","Tarsal synostosis"
"HP:0008368","HP:0100266","Tarsal synostosis"
"HP:0008369","HP:0001850","Abnormal tarsal ossification"
"HP:0008369","HP:0010675","Abnormal tarsal ossification"
"HP:0008371","HP:0001832","Abnormal metatarsal ossification"
"HP:0008371","HP:0010675","Abnormal metatarsal ossification"
"HP:0008372","HP:0100508","Abnormality of vitamin A metabolism"
"HP:0008373","HP:0000818","Puberty and gonadal disorders"
"HP:0008376","HP:0001260","Nasal, dysarthic speech"
"HP:0008383","HP:0030807","Slow-growing nails"
"HP:0008386","HP:0001597","Aplasia/Hypoplasia of the nails"
"HP:0008388","HP:0001597","Abnormal toenail morphology"
"HP:0008390","HP:0001597","Recurrent loss of toenails and fingernails"
"HP:0008391","HP:0001231","Dystrophic fingernails"
"HP:0008391","HP:0008404","Dystrophic fingernails"
"HP:0008392","HP:0000962","Subungual hyperkeratosis"
"HP:0008392","HP:0009723","Subungual hyperkeratosis"
"HP:0008393","HP:0008388","Congenital curved nail of fourth toe"
"HP:0008394","HP:0002164","Congenital onychodystrophy"
"HP:0008396","HP:0001597","Chronic monilial nail infection"
"HP:0008398","HP:0001804","Hypoplastic fifth fingernail"
"HP:0008399","HP:0000962","Circumungual hyperkeratosis"
"HP:0008399","HP:0100803","Circumungual hyperkeratosis"
"HP:0008400","HP:0040039","Onycholysis of distal fingernails"
"HP:0008401","HP:0001805","Onychogryposis of toenails"
"HP:0008402","HP:0001231","Ridged fingernail"
"HP:0008404","HP:0001597","Nail dystrophy"
"HP:0008407","HP:0001795","Hyperconvex thumb nails"
"HP:0008410","HP:0000962","Subungual hyperkeratotic fragments"
"HP:0008410","HP:0009723","Subungual hyperkeratotic fragments"
"HP:0008414","HP:0008454","Lumbar kyphosis in infancy"
"HP:0008416","HP:0002946","Six lumbar vertebrae"
"HP:0008417","HP:0008515","Vertebral hypoplasia"
"HP:0008418","HP:0000926","Squared-off platyspondyly"
"HP:0008419","HP:0005108","Intervertebral disc degeneration"
"HP:0008420","HP:0003468","Punctate vertebral calcifications"
"HP:0008420","HP:0010766","Punctate vertebral calcifications"
"HP:0008421","HP:0004570","Tall lumbar vertebral bodies"
"HP:0008422","HP:0003312","Vertebral wedging"
"HP:0008423","HP:0000925","Spinal dysplasia"
"HP:0008424","HP:0008417","Hypoplastic 5th lumbar vertebrae"
"HP:0008425","HP:0004634","Cuboid-shaped thoracolumbar vertebral bodies"
"HP:0008428","HP:0003312","Vertebral clefting"
"HP:0008430","HP:0004568","Anterior beaking of lumbar vertebrae"
"HP:0008432","HP:0008422","Anterior wedging of L1"
"HP:0008433","HP:0000925","Reversed usual vertebral column curves"
"HP:0008434","HP:0008417","Hypoplastic cervical vertebrae"
"HP:0008434","HP:0011041","Hypoplastic cervical vertebrae"
"HP:0008435","HP:0004606","Absent in utero ossification of vertebral bodies"
"HP:0008436","HP:0008517","Absent/hypoplastic coccyx"
"HP:0008437","HP:0003312","Bifid thoracic vertebrae"
"HP:0008438","HP:0003312","Vertebral arch anomaly"
"HP:0008439","HP:0002937","Lumbar hemivertebrae"
"HP:0008440","HP:0003319","C1-C2 vertebral abnormality"
"HP:0008441","HP:0005108","Herniation of intervertebral nuclei"
"HP:0008442","HP:0003468","Vertebral hyperostosis"
"HP:0008442","HP:0100774","Vertebral hyperostosis"
"HP:0008443","HP:0000925","Spinal deformities"
"HP:0008444","HP:0008422","Posterior wedging of vertebral bodies"
"HP:0008445","HP:0003416","Cervical spinal canal stenosis"
"HP:0008447","HP:0008417","Hypoplastic coccygeal vertebrae"
"HP:0008449","HP:0002949","Progressive cervical vertebral spine fusion"
"HP:0008450","HP:0008438","Narrow vertebral interpedicular distance"
"HP:0008451","HP:0008417","Posterior vertebral hypoplasia"
"HP:0008452","HP:0004565","Wafer-thin platyspondyly"
"HP:0008453","HP:0002751","Congenital kyphoscoliosis"
"HP:0008454","HP:0100712","Lumbar kyphosis"
"HP:0008455","HP:0005107","Dysplastic sacrum"
"HP:0008456","HP:0003308","C2-C3 subluxation"
"HP:0008457","HP:0008450","Caudal interpedicular narrowing"
"HP:0008458","HP:0002650","Progressive congenital scoliosis"
"HP:0008459","HP:0011041","Cervical vertebral agenesis"
"HP:0008460","HP:0008518","Hypoplastic spinal processes"
"HP:0008461","HP:0011041","Cervical vertebral facet hypoplasia"
"HP:0008462","HP:0005881","Cervical instability"
"HP:0008463","HP:0008417","Central vertebral hypoplasia"
"HP:0008464","HP:0008516","Absent spinous processes of lower thoracic and lumbar vertebrae"
"HP:0008465","HP:0008515","Absent vertebra"
"HP:0008467","HP:0002937","Thoracic hemivertebrae"
"HP:0008468","HP:0008490","Abnormal sacral segmentation"
"HP:0008469","HP:0003319","Cervical vertebral dysplasia"
"HP:0008470","HP:0008450","Lower thoracic interpediculate narrowness"
"HP:0008472","HP:0040016","Prominent protruding coccyx"
"HP:0008472","HP:0040017","Prominent protruding coccyx"
"HP:0008473","HP:0008479","Narrow anterio-posterior vertebral body diameter"
"HP:0008475","HP:0004590","Hypoplastic sacral vertebrae"
"HP:0008475","HP:0008417","Hypoplastic sacral vertebrae"
"HP:0008476","HP:0003301","Irregular sclerotic endplates"
"HP:0008477","HP:0100856","Poorly ossified cervical vertebrae"
"HP:0008478","HP:0010891","Scheuermann-like vertebral changes"
"HP:0008479","HP:0003312","Hypoplastic vertebral bodies"
"HP:0008479","HP:0008417","Hypoplastic vertebral bodies"
"HP:0008480","HP:0003319","Cervical spondylosis"
"HP:0008482","HP:0030870","Asymmetry of spinal facet joints"
"HP:0008483","HP:0003319","Cervical vertebral bodies with decreased anteroposterior diameter"
"HP:0008484","HP:0008450","Thoracolumbar interpediculate narrowness"
"HP:0008486","HP:0008457","Lumbar interpedicular narrowing"
"HP:0008488","HP:0003300","Anterior rounding of vertebral bodies"
"HP:0008489","HP:0003302","Spondylolisthesis at L5-S1"
"HP:0008490","HP:0003422","Sacral segmentation defect"
"HP:0008490","HP:0005107","Sacral segmentation defect"
"HP:0008491","HP:0000236","Premature anterior fontanel closure"
"HP:0008494","HP:0001132","Inferior lens subluxation"
"HP:0008496","HP:0000499","Multiple rows of eyelashes"
"HP:0008497","HP:0004439","Congenital craniofacial dysostosis"
"HP:0008498","HP:0000696","No permanent dentition"
"HP:0008499","HP:0000540","High hypermetropia"
"HP:0008501","HP:0000161","Median cleft lip and palate"
"HP:0008501","HP:0009099","Median cleft lip and palate"
"HP:0008504","HP:0000407","Moderate sensorineural hearing impairment"
"HP:0008504","HP:0012713","Moderate sensorineural hearing impairment"
"HP:0008507","HP:0000597","Static ophthalmoparesis"
"HP:0008509","HP:0007495","Aged leonine appearance"
"HP:0008511","HP:0011493","Central posterior corneal opacity"
